Code,Area,Year ending Dec 1995,Year ending Mar 1996,Year ending Jun 1996,Year ending Sep 1996,Year ending Dec 1996,Year ending Mar 1997,Year ending Jun 1997,Year ending Sep 1997,Year ending Dec 1997,Year ending Mar 1998,Year ending Jun 1998,Year ending Sep 1998,Year ending Dec 1998,Year ending Mar 1999,Year ending Jun 1999,Year ending Sep 1999,Year ending Dec 1999,Year ending Mar 2000,Year ending Jun 2000,Year ending Sep 2000,Year ending Dec 2000,Year ending Mar 2001,Year ending Jun 2001,Year ending Sep 2001,Year ending Dec 2001,Year ending Mar 2002,Year ending Jun 2002,Year ending Sep 2002,Year ending Dec 2002,Year ending Mar 2003,Year ending Jun 2003,Year ending Sep 2003,Year ending Dec 2003,Year ending Mar 2004,Year ending Jun 2004,Year ending Sep 2004,Year ending Dec 2004,Year ending Mar 2005,Year ending Jun 2005,Year ending Sep 2005,Year ending Dec 2005,Year ending Mar 2006,Year ending Jun 2006,Year ending Sep 2006,Year ending Dec 2006,Year ending Mar 2007,Year ending Jun 2007,Year ending Sep 2007,Year ending Dec 2007,Year ending Mar 2008,Year ending Jun 2008,Year ending Sep 2008,Year ending Dec 2008,Year ending Mar 2009,Year ending Jun 2009,Year ending Sep 2009,Year ending Dec 2009,Year ending Mar 2010,Year ending Jun 2010,Year ending Sep 2010,Year ending Dec 2010,Year ending Mar 2011,Year ending Jun 2011,Year ending Sep 2011,Year ending Dec 2011,Year ending Mar 2012,Year ending Jun 2012,Year ending Sep 2012,Year ending Dec 2012,Year ending Mar 2013,Year ending Jun 2013,Year ending Sep 2013,Year ending Dec 2013,Year ending Mar 2014,Year ending Jun 2014,Year ending Sep 2014,Year ending Dec 2014,Year ending Mar 2015,Year ending Jun 2015,Year ending Sep 2015,Year ending Dec 2015,Year ending Mar 2016,Year ending Jun 2016,Year ending Sep 2016,Year ending Dec 2016,Year ending Mar 2017,Year ending Jun 2017,Year ending Sep 2017,Year ending Dec 2017
E02000022,Barking and Dagenham 021,35487.27 ,33586.00 ,32249.17 ,31856.43 ,30239.58 ,31053.28 ,30670.32 ,32811.05 ,34591.79 ,35032.29 ,35157.92 ,35952.38 ,39092.41 ,41756.79 ,46414.26 ,47030.63 ,53771.82 ,52678.33 ,55360.37 ,59685.00 ,70046.65 ,79927.94 ,80849.18 ,81877.95 ,81634.05 ,74544.25 ,77767.57 ,82881.32 ,90072.50 ,96348.97 ,113677.46 ,128085.67 ,134909.70 ,138556.82 ,158932.37 ,167146.39 ,167185.34 ,171401.27 ,161272.98 ,136601.98 ,135488.18 ,133928.10 ,136465.12 ,140900.56 ,142915.09 ,141652.13 ,157980.77 ,170131.36 ,192156.98 ,199021.25 ,196937.12 ,195131.25 ,183859.16 ,172423.51 ,157890.63 ,152646.72 ,135231.30 ,134423.75 ,132364.03 ,123770.18 ,132884.48 ,133622.20 ,135471.94 ,131022.50 ,132062.50 ,132683.33 ,128258.06 ,134573.53 ,134655.17 ,132828.26 ,138236.84 ,139550.00 ,138807.69 ,147250.00 ,148846.15 ,155812.50 ,169302.33 ,173184.88 ,183380.85 ,191190.71 ,194477.18 ,202701.56 ,205768.56 ,218926.79 ,224722.83 ,227833.33 ,238400.00 ,231338.24 ,235027.78 
E02000023,Barking and Dagenham 022,43330.28 ,44247.11 ,45821.31 ,46620.22 ,47549.12 ,49280.16 ,50406.61 ,51597.99 ,52239.26 ,51690.26 ,49587.23 ,47232.34 ,50829.30 ,50631.00 ,54238.54 ,56623.32 ,56971.15 ,60373.75 ,68752.50 ,79145.21 ,81735.98 ,82822.23 ,86674.36 ,90509.10 ,92950.34 ,93718.27 ,96748.00 ,97145.73 ,101203.96 ,108743.79 ,113471.10 ,126577.56 ,130721.33 ,136439.00 ,141140.63 ,141245.19 ,146706.15 ,148035.19 ,148726.67 ,154365.84 ,154682.18 ,157909.96 ,155627.00 ,153452.97 ,151777.22 ,153666.23 ,157287.61 ,161695.26 ,164449.40 ,166723.92 ,168960.84 ,169985.37 ,172307.08 ,170103.41 ,179623.48 ,176690.91 ,173495.24 ,161352.38 ,157126.73 ,160294.14 ,158879.14 ,163451.45 ,166784.48 ,164324.07 ,163080.36 ,166990.38 ,164312.50 ,158204.55 ,155294.12 ,149312.50 ,143142.86 ,155400.00 ,158700.00 ,153250.00 ,168359.57 ,196538.13 ,220342.70 ,224914.89 ,228035.63 ,227091.03 ,211534.00 ,218257.89 ,224363.85 ,223182.60 ,231342.41 ,234654.52 ,247283.41 ,251871.90 ,263846.43 
E02000024,Barnet 001,107938.80 ,116381.10 ,113941.13 ,128790.19 ,129888.65 ,128261.41 ,136211.34 ,139145.10 ,146536.44 ,149501.77 ,152690.67 ,150151.15 ,167725.33 ,168770.43 ,172642.24 ,181852.66 ,170468.08 ,187541.29 ,209719.65 ,214997.83 ,223294.15 ,217346.32 ,208130.57 ,210413.81 ,221499.37 ,230874.48 ,249182.09 ,298638.08 ,315252.63 ,332287.50 ,335616.37 ,309408.65 ,280150.54 ,273855.05 ,279529.20 ,295652.34 ,304803.27 ,318631.40 ,335841.14 ,317266.49 ,334272.68 ,334416.52 ,330384.29 ,341668.36 ,352449.16 ,349172.80 ,364711.47 ,381935.06 ,378872.22 ,393354.50 ,394176.44 ,376384.27 ,385712.61 ,424469.94 ,421848.51 ,403916.92 ,388276.63 ,375598.12 ,385034.42 ,392015.77 ,400133.91 ,403191.15 ,401214.62 ,400337.91 ,413855.51 ,410315.10 ,433687.43 ,453973.30 ,443119.45 ,434114.19 ,399629.70 ,432766.84 ,462983.67 ,474727.79 ,516242.19 ,517258.74 ,502059.58 ,539890.48 ,513140.28 ,526386.34 ,534925.65 ,525444.10 ,554358.47 ,564555.08 ,562769.85 ,579179.30 ,567567.78 ,585257.04 ,605878.89 
E02000025,Barnet 002,87243.56 ,89754.96 ,88067.79 ,85274.26 ,80521.50 ,80829.64 ,82165.66 ,85444.29 ,91108.10 ,94282.18 ,94723.05 ,97610.73 ,93612.62 ,94861.43 ,105061.67 ,112884.17 ,117975.00 ,119948.94 ,121850.22 ,123794.63 ,128864.39 ,145664.23 ,156936.48 ,159946.05 ,165782.53 ,160634.91 ,166468.71 ,193424.93 ,201339.84 ,207817.16 ,211112.49 ,205733.50 ,208369.52 ,213257.57 ,218577.21 ,222644.31 ,225544.72 ,227966.12 ,237956.11 ,235859.44 ,247203.57 ,257810.49 ,258255.19 ,266207.04 ,272018.18 ,278084.96 ,281181.55 ,286378.22 ,292103.51 ,288523.24 ,295520.52 ,291716.69 ,278591.17 ,268249.99 ,256427.33 ,270670.12 ,274586.22 ,287154.42 ,296929.17 ,303576.16 ,311416.79 ,315635.88 ,307047.85 ,310339.60 ,308392.86 ,304847.90 ,315447.91 ,334486.84 ,338762.60 ,360143.36 ,362741.85 ,356460.36 ,373242.81 ,364439.20 ,367786.65 ,383844.79 ,380385.85 ,387213.10 ,393824.10 ,403560.19 ,417930.75 ,449217.62 ,445001.06 ,461929.52 ,483109.83 ,481733.75 ,508521.90 ,486238.49 ,479642.24 
E02000026,Barnet 003,122284.85 ,122360.52 ,117335.39 ,112544.16 ,112739.25 ,113584.29 ,111702.65 ,109464.04 ,106696.61 ,106513.87 ,110972.43 ,111626.65 ,115951.15 ,117197.54 ,127124.01 ,134859.15 ,136045.12 ,140646.97 ,147659.04 ,159954.86 ,166849.54 ,171030.74 ,207227.99 ,241712.47 ,241047.31 ,248560.38 ,243408.72 ,220850.38 ,229139.01 ,235328.44 ,234506.66 ,245120.99 ,254054.09 ,261067.03 ,274192.34 ,277987.86 ,281131.38 ,273715.63 ,266805.24 ,265650.86 ,269661.12 ,275454.43 ,289869.16 ,306712.90 ,313894.32 ,329172.18 ,334264.03 ,348633.43 ,355744.18 ,362503.51 ,386915.08 ,391996.88 ,378686.70 ,373685.93 ,316010.87 ,296696.08 ,320114.67 ,327062.09 ,344429.59 ,344832.21 ,364083.50 ,367919.04 ,362142.71 ,385745.51 ,366544.04 ,356280.61 ,367867.89 ,348795.85 ,359770.18 ,363941.42 ,373716.43 ,394340.83 ,407537.83 ,430226.99 ,437328.90 ,449662.88 ,447380.48 ,454663.62 ,462729.22 ,479507.50 ,520394.88 ,540864.08 ,574721.06 ,582722.36 ,566691.15 ,561494.12 ,537196.27 ,557652.50 ,578902.73 
E02000027,Barnet 004,82458.13 ,81686.45 ,80359.46 ,77382.21 ,79090.63 ,81436.70 ,82921.48 ,86872.63 ,93217.28 ,96223.46 ,102192.75 ,102502.28 ,97457.07 ,100268.65 ,99943.84 ,109696.54 ,126358.58 ,132319.78 ,143470.10 ,150245.82 ,161395.05 ,163607.98 ,166210.77 ,175902.85 ,174373.50 ,183418.11 ,188067.80 ,188416.20 ,192999.90 ,194420.06 ,196772.26 ,204356.39 ,199820.54 ,209674.56 ,212767.89 ,221152.97 ,227318.66 ,227282.72 ,228822.01 ,222766.30 ,229698.69 ,228537.04 ,234249.25 ,246538.06 ,257464.86 ,269217.35 ,284988.62 ,287907.27 ,283205.70 ,282084.24 ,284013.04 ,291234.94 ,296885.94 ,302351.79 ,282702.81 ,255852.91 ,265770.95 ,279584.04 ,290596.02 ,298715.97 ,301216.77 ,296175.14 ,278006.32 ,303743.81 ,303613.27 ,297469.73 ,317392.39 ,300487.55 ,306469.64 ,313939.74 ,317785.91 ,328488.49 ,330410.23 ,329622.28 ,347722.32 ,368414.44 ,385231.16 ,390963.56 ,412595.12 ,425892.38 ,460815.80 ,488434.62 ,486162.70 ,514459.86 ,511793.81 ,502504.26 ,504801.19 ,477697.04 ,473710.29 
E02000028,Barnet 005,102661.53 ,102560.85 ,97513.06 ,90346.72 ,85221.71 ,87557.10 ,90172.87 ,100907.51 ,116630.20 ,114586.97 ,130946.12 ,129086.61 ,128953.48 ,132419.28 ,117192.06 ,114371.92 ,123008.39 ,129265.65 ,142099.14 ,159707.75 ,160213.22 ,147524.28 ,152945.11 ,166001.91 ,178204.59 ,193404.42 ,201982.86 ,202186.52 ,173184.95 ,178466.37 ,185892.61 ,199224.14 ,257029.23 ,261842.43 ,273352.25 ,272024.59 ,262442.76 ,266870.64 ,263419.14 ,266820.97 ,272363.31 ,284407.45 ,283241.10 ,304302.17 ,313532.50 ,316149.48 ,322293.59 ,312250.33 ,327931.95 ,342292.09 ,353968.42 ,383892.78 ,360300.47 ,338651.71 ,330480.27 ,299500.84 ,309165.49 ,326730.63 ,349896.59 ,367173.43 ,368568.83 ,362368.67 ,361839.56 ,342796.21 ,368918.08 ,371493.59 ,384508.42 ,419804.67 ,405375.00 ,422125.70 ,387504.21 ,355863.36 ,383431.24 ,377879.78 ,380588.60 ,418756.39 ,412947.47 ,415838.12 ,451490.03 ,455030.65 ,481324.49 ,509043.44 ,506218.63 ,528780.11 ,530445.69 ,516016.40 ,538998.26 ,541240.53 ,564232.03 
E02000029,Barnet 006,71172.72 ,69910.00 ,67657.60 ,69718.34 ,71913.41 ,74993.48 ,75428.84 ,82262.86 ,84310.90 ,83388.00 ,86428.05 ,87662.06 ,90575.21 ,95041.86 ,99713.52 ,102847.07 ,109499.76 ,113348.43 ,121132.14 ,123298.61 ,126098.22 ,135394.73 ,140843.21 ,149938.83 ,154863.85 ,151421.75 ,165652.80 ,176464.32 ,182891.80 ,192306.58 ,192828.37 ,201476.43 ,213441.27 ,214214.48 ,220641.33 ,224187.33 ,224833.92 ,230864.89 ,223762.78 ,220947.94 ,230780.67 ,230842.95 ,234012.93 ,232582.48 ,230836.49 ,234681.37 ,244210.31 ,260760.48 ,266026.38 ,268504.57 ,278213.73 ,269623.98 ,271214.06 ,261805.74 ,248158.11 ,249051.27 ,250857.53 ,266984.53 ,269442.73 ,295211.44 ,304470.12 ,301135.42 ,309444.51 ,292456.19 ,285945.14 ,292139.01 ,297761.76 ,299524.68 ,316492.92 ,311592.67 ,299031.54 ,307275.14 ,301065.74 ,320724.75 ,333704.41 ,352580.04 ,363786.07 ,368304.71 ,379597.23 ,370810.54 ,388225.36 ,394990.54 ,414829.09 ,442030.41 ,456669.32 ,470294.49 ,461393.09 ,479002.38 ,484908.79 
E02000030,Barnet 007,184557.35 ,209681.30 ,200806.44 ,225168.62 ,235145.86 ,237023.40 ,263238.63 ,283896.93 ,285256.76 ,282191.95 ,286149.01 ,301066.48 ,315542.67 ,340767.10 ,338618.09 ,331845.60 ,334595.03 ,337486.34 ,362563.33 ,385096.50 ,387129.16 ,408365.10 ,411803.70 ,463269.55 ,508549.18 ,515541.06 ,514298.28 ,468404.09 ,450447.43 ,426310.05 ,418205.88 ,421935.78 ,505439.10 ,517685.29 ,605903.22 ,648987.07 ,648636.51 ,670529.78 ,615660.50 ,604461.73 ,583700.04 ,583000.34 ,616986.47 ,625578.63 ,655294.04 ,663835.66 ,697918.62 ,703853.42 ,702637.78 ,751286.07 ,712223.17 ,756601.53 ,783509.93 ,898321.43 ,877311.02 ,736090.58 ,684020.59 ,631109.53 ,675878.42 ,831601.14 ,913833.30 ,913511.33 ,889036.15 ,819529.54 ,812723.62 ,805764.88 ,829396.57 ,840615.79 ,863224.49 ,878323.98 ,980825.48 ,932104.88 ,890414.78 ,903879.36 ,811976.33 ,856964.74 ,893127.51 ,867381.85 ,862745.05 ,927335.30 ,947867.28 ,1024905.08 ,1092506.64 ,1027086.45 ,1056323.58 ,1114569.14 ,1097321.36 ,1165714.36 ,1139461.22 
E02000031,Barnet 008,143439.44 ,134873.10 ,139113.80 ,129250.64 ,126074.31 ,133699.71 ,137604.37 ,152624.95 ,197414.90 ,196377.24 ,193940.57 ,195155.13 ,170115.95 ,174424.84 ,196101.33 ,196744.53 ,203864.97 ,201403.87 ,203139.68 ,208571.97 ,202490.88 ,215167.52 ,232469.77 ,245664.70 ,263675.37 ,275824.95 ,293581.16 ,315152.62 ,337096.95 ,351431.51 ,334465.52 ,328386.58 ,317698.89 ,334945.56 ,384131.90 ,411958.68 ,408274.42 ,402395.47 ,405593.57 ,379282.45 ,410998.94 ,410430.65 ,414779.49 ,439793.50 ,451946.51 ,454521.99 ,426769.37 ,442520.00 ,425640.82 ,445812.12 ,485745.31 ,469854.68 ,449059.82 ,423194.19 ,377357.14 ,372058.14 ,418764.66 ,434343.08 ,433313.16 ,440946.20 ,430029.02 ,489446.10 ,488622.08 ,491318.88 ,487678.45 ,425222.28 ,454910.37 ,476857.24 ,486957.35 ,487343.88 ,468158.80 ,468289.73 ,490586.29 ,509834.52 ,550110.31 ,614113.30 ,623948.21 ,651217.66 ,654520.99 ,683774.73 ,713194.71 ,701944.44 ,723979.26 ,649588.13 ,678929.50 ,688190.46 ,656446.27 ,671628.63 ,666266.67 
E02000032,Barnet 009,98913.39 ,101664.18 ,110489.84 ,113970.56 ,117685.34 ,119187.03 ,123124.20 ,126926.79 ,136011.20 ,142496.15 ,148080.42 ,152911.93 ,157438.02 ,157776.42 ,161119.07 ,170074.95 ,171899.55 ,184199.53 ,193276.17 ,196868.18 ,209519.47 ,216521.02 ,224336.40 ,230339.91 ,232039.65 ,232918.35 ,240862.25 ,250201.83 ,263312.75 ,275843.02 ,285950.80 ,310876.95 ,320651.45 ,322113.22 ,325983.30 ,318885.22 ,315083.87 ,316560.03 ,323587.79 ,333826.38 ,333808.40 ,338217.71 ,340883.82 ,339971.25 ,341917.63 ,347087.09 ,361219.26 ,377429.52 ,406331.18 ,412946.22 ,416983.46 ,412547.31 ,390598.02 ,368952.27 ,347741.37 ,336134.97 ,352601.91 ,371183.82 ,385960.00 ,407874.38 ,406492.50 ,406339.63 ,395162.20 ,398106.52 ,399400.82 ,403400.76 ,420269.15 ,425082.01 ,439651.38 ,451715.75 ,442310.36 ,440373.20 ,449187.05 ,477308.44 ,503877.85 ,538469.72 ,552516.04 ,549594.69 ,558691.89 ,571441.25 ,602071.97 ,638883.87 ,662552.50 ,688765.64 ,685647.59 ,696667.69 ,700429.41 ,675467.19 ,677450.79 
E02000033,Barnet 010,76725.54 ,77287.15 ,76867.33 ,78236.22 ,78550.46 ,80206.69 ,84102.92 ,83964.33 ,87098.00 ,90279.61 ,95781.68 ,101949.57 ,101248.49 ,102838.84 ,104737.89 ,111281.41 ,120854.14 ,124071.84 ,130519.78 ,138105.88 ,147783.02 ,155974.75 ,163091.15 ,170296.78 ,171130.75 ,169804.62 ,177464.21 ,183884.65 ,192690.37 ,203757.27 ,209060.89 ,211489.01 ,218725.48 ,223178.07 ,226775.95 ,230791.58 ,233123.68 ,231066.41 ,234110.48 ,237984.24 ,237803.94 ,243103.86 ,253176.28 ,264361.43 ,268124.31 ,280681.54 ,278710.00 ,284149.83 ,296848.88 ,287798.71 ,305304.19 ,293831.06 ,279100.73 ,263975.16 ,255490.89 ,253362.70 ,265468.12 ,274991.36 ,279814.85 ,282956.86 ,279961.50 ,285822.33 ,291832.33 ,289507.11 ,301810.51 ,298996.06 ,306228.59 ,314412.96 ,309219.98 ,327707.14 ,330780.10 ,337035.05 ,345869.14 ,338628.63 ,342231.97 ,355223.58 ,362554.92 ,372395.36 ,384183.70 ,392631.22 ,415086.88 ,423028.10 ,442806.07 ,458132.86 ,451634.27 ,469303.57 ,465500.00 ,466479.45 ,488188.18 
E02000034,Barnet 011,81435.03 ,82649.36 ,86113.62 ,83849.97 ,84687.70 ,88656.56 ,90533.95 ,99032.12 ,107941.89 ,109172.96 ,116380.99 ,108173.78 ,109549.88 ,114656.27 ,115612.33 ,135690.36 ,138187.31 ,148539.23 ,156782.87 ,164041.55 ,180474.29 ,176869.12 ,179769.46 ,183490.80 ,179107.54 ,189379.91 ,200773.04 ,207544.25 ,206580.11 ,211084.21 ,209126.37 ,216178.00 ,235586.44 ,237378.90 ,239731.75 ,246014.51 ,250574.31 ,253361.42 ,267139.82 ,270295.15 ,269075.28 ,286915.10 ,280992.96 ,285057.04 ,282521.62 ,271304.06 ,279512.74 ,293224.16 ,318177.39 ,353332.57 ,361501.74 ,355089.74 ,345004.42 ,315908.26 ,295137.68 ,303410.26 ,302819.63 ,299248.55 ,315063.95 ,337524.45 ,349105.28 ,344096.70 ,353850.55 ,335379.05 ,323151.51 ,331276.48 ,350269.54 ,359441.42 ,369841.85 ,378071.91 ,352734.78 ,357219.62 ,360719.22 ,367852.52 ,377290.75 ,406454.74 ,411317.79 ,436317.54 ,471296.00 ,468909.51 ,500371.49 ,533285.60 ,533501.03 ,551057.01 ,557163.56 ,533349.95 ,530039.12 ,525230.89 ,551143.32 
E02000035,Barnet 012,102883.64 ,99725.37 ,100290.33 ,103949.30 ,104523.02 ,104969.68 ,107829.18 ,109971.03 ,117699.86 ,127733.47 ,132637.05 ,140413.48 ,144233.18 ,141121.90 ,144510.19 ,148516.97 ,157701.71 ,168861.83 ,176462.30 ,192032.39 ,192817.05 ,194204.89 ,201407.05 ,203079.75 ,205477.61 ,212652.66 ,226482.29 ,239631.37 ,251557.16 ,260153.81 ,266545.85 ,258810.74 ,271369.41 ,277371.47 ,288554.76 ,295447.53 ,290300.56 ,305748.69 ,296115.29 ,308843.43 ,298226.42 ,282973.58 ,287707.31 ,280513.59 ,292256.43 ,290654.48 ,302225.15 ,323170.34 ,336741.98 ,347260.21 ,350938.60 ,344758.41 ,338321.70 ,340287.88 ,325071.54 ,318025.87 ,338096.91 ,380584.32 ,372789.55 ,375736.98 ,392733.32 ,377083.63 ,394256.73 ,406930.50 ,399081.37 ,394275.88 ,389739.14 ,385642.36 ,394943.04 ,415461.77 ,429310.80 ,479984.59 ,480318.87 ,476640.97 ,484317.66 ,455251.91 ,471077.83 ,499868.00 ,503031.06 ,489727.53 ,516332.26 ,528008.15 ,541320.57 ,561534.69 ,580619.23 ,648250.00 ,637291.21 ,646226.03 ,619466.21 
E02000036,Barnet 013,83242.64 ,84162.84 ,80106.46 ,81248.18 ,82865.50 ,83371.70 ,89844.78 ,93320.71 ,100347.26 ,109073.59 ,113388.57 ,117057.68 ,115793.82 ,114957.40 ,116399.65 ,120075.66 ,127540.95 ,131569.12 ,139903.02 ,146439.38 ,154115.80 ,158697.52 ,162820.73 ,169179.37 ,170884.42 ,177056.98 ,179934.97 ,187045.30 ,199555.36 ,207653.79 ,223707.23 ,230437.40 ,240116.27 ,240262.87 ,237496.65 ,243812.28 ,240748.37 ,242449.77 ,253978.03 ,258809.92 ,263616.48 ,265209.55 ,262016.44 ,260398.70 ,263223.30 ,272249.80 ,277016.90 ,291057.71 ,298918.59 ,298936.37 ,310869.52 ,300248.18 ,304016.44 ,304873.11 ,282868.64 ,290259.21 ,292095.63 ,294816.85 ,295623.11 ,288235.95 ,290646.95 ,281284.77 ,283734.68 ,291875.85 ,298429.13 ,314253.54 ,326935.83 ,355909.54 ,350007.69 ,352434.21 ,344802.90 ,325142.36 ,339243.21 ,331972.76 ,349787.40 ,373566.65 ,388764.92 ,410604.57 ,419152.70 ,430305.68 ,445383.97 ,460685.04 ,466165.13 ,469726.17 ,472752.43 ,488448.69 ,509932.11 ,538163.73 ,544595.78 
E02000037,Barnet 014,134561.71 ,140043.02 ,142340.93 ,140777.70 ,141268.58 ,140631.57 ,140902.76 ,136796.97 ,135316.12 ,142694.64 ,157544.95 ,173630.79 ,181038.61 ,185684.23 ,187981.01 ,199039.13 ,217559.71 ,213570.82 ,223706.64 ,234440.10 ,231721.26 ,246383.16 ,234410.03 ,232395.66 ,236340.19 ,240939.16 ,264825.87 ,289176.14 ,300616.79 ,307830.57 ,309945.76 ,315212.77 ,336770.85 ,336290.57 ,349809.52 ,348984.43 ,349987.60 ,364185.81 ,347341.90 ,342262.08 ,342633.01 ,340606.35 ,343934.37 ,356506.89 ,383529.90 ,400428.08 ,413783.66 ,445759.80 ,438158.84 ,444198.14 ,456633.29 ,456631.25 ,451587.30 ,437541.30 ,439285.00 ,429067.00 ,415303.08 ,417484.18 ,367961.36 ,361920.05 ,367056.84 ,366256.76 ,409603.72 ,410983.47 ,390640.69 ,395814.00 ,365987.18 ,369558.74 ,396576.65 ,385212.98 ,423029.95 ,439205.38 ,458646.34 ,513298.92 ,484433.50 ,496848.64 ,482229.79 ,491037.53 ,533481.96 ,560570.56 ,594410.29 ,589918.50 ,485935.15 ,478965.89 ,468447.73 ,471190.53 ,613484.81 ,608499.65 ,619571.43 
E02000038,Barnet 015,90240.31 ,86246.50 ,88781.78 ,89144.42 ,88080.01 ,94453.35 ,97359.83 ,101979.15 ,109295.35 ,112436.90 ,119354.09 ,119945.84 ,125042.15 ,126284.11 ,131055.16 ,142204.28 ,147840.15 ,156655.70 ,167701.82 ,183276.19 ,189905.54 ,188818.37 ,196645.75 ,207351.22 ,213586.34 ,214004.52 ,210301.73 ,223542.39 ,234961.90 ,246701.61 ,258740.38 ,262356.80 ,271946.28 ,279939.61 ,284185.86 ,285458.55 ,292363.91 ,291168.38 ,288233.37 ,290568.45 ,282564.24 ,286200.31 ,293955.87 ,300506.84 ,313840.28 ,314930.71 ,326221.68 ,341593.05 ,348794.52 ,359493.28 ,360169.51 ,342910.91 ,325850.32 ,318191.87 ,301104.46 ,321983.02 ,313009.20 ,317306.00 ,329399.65 ,337417.80 ,345746.18 ,346661.82 ,355007.43 ,353971.73 ,350482.12 ,356840.20 ,353396.18 ,365546.55 ,381553.58 ,385166.09 ,398295.76 ,409372.35 ,411127.66 ,426828.49 ,425858.73 ,426842.57 ,442269.96 ,437845.42 ,455490.57 ,488837.76 ,519944.66 ,544063.77 ,554401.75 ,558843.33 ,554081.85 ,540429.48 ,553181.44 ,544677.87 ,541676.78 
E02000039,Barnet 016,121175.38 ,123385.18 ,117241.32 ,114259.23 ,133998.56 ,131804.95 ,146833.56 ,153774.93 ,158223.20 ,154699.89 ,153928.67 ,170425.39 ,177123.29 ,200053.72 ,210200.00 ,246203.99 ,236132.09 ,253339.56 ,258029.17 ,229523.01 ,257057.07 ,259947.50 ,257607.97 ,273519.84 ,263577.96 ,281960.23 ,299994.84 ,332207.42 ,343030.17 ,360064.89 ,363308.58 ,344008.12 ,356209.18 ,337342.08 ,358237.01 ,358081.54 ,348094.12 ,373144.55 ,382374.52 ,390940.48 ,424901.83 ,407329.05 ,388444.27 ,399058.10 ,404813.32 ,431585.10 ,435700.60 ,477128.74 ,480787.79 ,504969.07 ,506114.29 ,495791.50 ,505389.57 ,464476.06 ,501031.56 ,492387.70 ,468821.76 ,468902.13 ,511764.63 ,575530.08 ,586320.73 ,606673.53 ,587892.86 ,509662.24 ,568442.70 ,536759.56 ,544561.58 ,609032.18 ,552512.54 ,594917.86 ,590592.12 ,616541.94 ,660061.04 ,648499.47 ,671372.62 ,657651.10 ,623260.83 ,660091.17 ,641835.51 ,697435.90 ,837556.31 ,895303.44 ,1034563.16 ,994867.58 ,958370.80 ,956129.04 ,881180.71 ,983734.01 ,1072361.71 
E02000040,Barnet 017,120847.64 ,123823.54 ,134262.75 ,117767.46 ,125735.71 ,135356.35 ,123052.34 ,120451.52 ,128994.29 ,131108.88 ,149110.57 ,162486.06 ,211083.06 ,210862.85 ,217666.33 ,221608.27 ,214649.68 ,227464.28 ,227745.48 ,241567.26 ,240947.65 ,290349.41 ,286693.26 ,265519.57 ,259872.47 ,222051.12 ,218556.90 ,248306.63 ,292924.69 ,311320.50 ,369208.88 ,381328.83 ,362939.03 ,362013.95 ,341177.96 ,350716.79 ,372420.40 ,384135.55 ,393018.80 ,418851.06 ,398560.33 ,385217.27 ,380257.21 ,374235.50 ,382968.58 ,409258.58 ,449610.02 ,427983.97 ,434122.60 ,419064.86 ,387814.52 ,380775.87 ,355053.35 ,319505.35 ,310709.87 ,293810.90 ,334227.75 ,358260.04 ,384814.64 ,459139.75 ,455005.66 ,504584.56 ,475370.21 ,449307.15 ,442239.97 ,402153.47 ,434754.56 ,429643.70 ,439555.00 ,467565.15 ,451998.06 ,515351.58 ,569010.00 ,579359.62 ,650010.26 ,695681.16 ,698444.97 ,710600.35 ,667550.05 ,644038.94 ,630965.42 ,622230.62 ,641074.49 ,605331.56 ,617628.92 ,623272.14 ,623680.66 ,701413.29 ,728667.40 
E02000041,Barnet 018,92582.63 ,92407.92 ,96622.82 ,106613.45 ,107526.12 ,114616.42 ,113648.73 ,110933.01 ,119241.56 ,120705.31 ,130001.22 ,134645.91 ,131274.10 ,130646.51 ,128964.40 ,136824.34 ,146349.87 ,151303.68 ,163591.27 ,171067.46 ,170295.72 ,170379.09 ,171519.01 ,182027.01 ,200284.56 ,208217.62 ,214498.45 ,221170.18 ,222891.49 ,232795.91 ,244482.39 ,257601.95 ,262837.40 ,268272.53 ,274373.86 ,285771.52 ,296005.81 ,305161.30 ,303281.24 ,287297.08 ,273423.02 ,270061.59 ,272297.16 ,284261.05 ,293385.90 ,306990.15 ,315125.55 ,321271.56 ,328744.85 ,329710.41 ,331129.60 ,321794.87 ,307237.84 ,296308.21 ,289346.72 ,299678.26 ,306052.94 ,315989.58 ,323102.04 ,318782.84 ,323607.14 ,326891.48 ,338337.21 ,348981.71 ,356771.45 ,352300.58 ,339129.66 ,350559.80 ,347842.74 ,353895.54 ,362323.58 ,378899.26 ,390342.28 ,409730.84 ,424151.78 ,428135.50 ,433123.55 ,434933.03 ,443100.87 ,467754.09 ,461718.50 ,447998.14 ,429030.49 ,416917.03 ,431681.04 ,438316.79 ,509820.73 ,547768.75 ,541679.35 
