LSOA Code,LSOA Name,LA Code (2019 boundaries),LA name (2019 boundaries),All Ages
E01002791,Islington 016E,E09000019,Islington,2162.00 
E01002792,Islington 017E,E09000019,Islington,2190.00 
E01002793,Islington 016F,E09000019,Islington,2163.00 
E01002794,Islington 020B,E09000019,Islington,2039.00 
E01002795,Islington 013D,E09000019,Islington,2173.00 
E01002796,Islington 013E,E09000019,Islington,1222.00 
E01002797,Islington 018B,E09000019,Islington,2143.00 
E01002798,Islington 018C,E09000019,Islington,2067.00 
E01002799,Islington 018D,E09000019,Islington,2056.00 
E01002800,Islington 018E,E09000019,Islington,1597.00 
E01002801,Islington 020C,E09000019,Islington,1802.00 
E01002802,Islington 020D,E09000019,Islington,1582.00 
E01002803,Islington 020E,E09000019,Islington,3051.00 
E01002804,Islington 001D,E09000019,Islington,1899.00 
E01002805,Islington 003B,E09000019,Islington,1725.00 
E01002806,Islington 003C,E09000019,Islington,1693.00 
E01002807,Islington 001E,E09000019,Islington,1942.00 
E01002808,Islington 003D,E09000019,Islington,2148.00 
E01002809,Islington 003E,E09000019,Islington,1707.00 
E01002810,Islington 003F,E09000019,Islington,1692.00 
E01002811,Islington 001F,E09000019,Islington,1616.00 
E01002812,Kensington and Chelsea 013A,E09000020,Kensington and Chelsea,1962.00 
E01002813,Kensington and Chelsea 011A,E09000020,Kensington and Chelsea,1629.00 
E01002814,Kensington and Chelsea 015A,E09000020,Kensington and Chelsea,2317.00 
E01002815,Kensington and Chelsea 011B,E09000020,Kensington and Chelsea,1357.00 
E01002816,Kensington and Chelsea 011C,E09000020,Kensington and Chelsea,1442.00 
E01002817,Kensington and Chelsea 011D,E09000020,Kensington and Chelsea,1496.00 
E01002818,Kensington and Chelsea 012A,E09000020,Kensington and Chelsea,1868.00 
E01002819,Kensington and Chelsea 012B,E09000020,Kensington and Chelsea,1463.00 
E01002820,Kensington and Chelsea 016A,E09000020,Kensington and Chelsea,1387.00 
E01002821,Kensington and Chelsea 014A,E09000020,Kensington and Chelsea,1521.00 
E01002822,Kensington and Chelsea 016B,E09000020,Kensington and Chelsea,1206.00 
E01002823,Kensington and Chelsea 014B,E09000020,Kensington and Chelsea,1497.00 
E01002824,Kensington and Chelsea 008A,E09000020,Kensington and Chelsea,1293.00 
E01002825,Kensington and Chelsea 008B,E09000020,Kensington and Chelsea,2162.00 
E01002826,Kensington and Chelsea 008C,E09000020,Kensington and Chelsea,1541.00 
E01002827,Kensington and Chelsea 008D,E09000020,Kensington and Chelsea,1818.00 
E01002828,Kensington and Chelsea 008E,E09000020,Kensington and Chelsea,1364.00 
E01002829,Kensington and Chelsea 004A,E09000020,Kensington and Chelsea,1278.00 
E01002830,Kensington and Chelsea 004B,E09000020,Kensington and Chelsea,1642.00 
E01002831,Kensington and Chelsea 004C,E09000020,Kensington and Chelsea,1745.00 
E01002832,Kensington and Chelsea 004D,E09000020,Kensington and Chelsea,1559.00 
E01002833,Kensington and Chelsea 007A,E09000020,Kensington and Chelsea,1379.00 
E01002834,Kensington and Chelsea 013B,E09000020,Kensington and Chelsea,1546.00 
E01002835,Kensington and Chelsea 016C,E09000020,Kensington and Chelsea,1613.00 
E01002836,Kensington and Chelsea 016D,E09000020,Kensington and Chelsea,1427.00 
E01002837,Kensington and Chelsea 016E,E09000020,Kensington and Chelsea,1363.00 
E01002838,Kensington and Chelsea 020A,E09000020,Kensington and Chelsea,1321.00 
E01002839,Kensington and Chelsea 013C,E09000020,Kensington and Chelsea,1449.00 
E01002840,Kensington and Chelsea 021A,E09000020,Kensington and Chelsea,1234.00 
E01002841,Kensington and Chelsea 021B,E09000020,Kensington and Chelsea,1271.00 
E01002842,Kensington and Chelsea 021C,E09000020,Kensington and Chelsea,1012.00 
E01002843,Kensington and Chelsea 021D,E09000020,Kensington and Chelsea,1387.00 
E01002844,Kensington and Chelsea 019A,E09000020,Kensington and Chelsea,1377.00 
E01002845,Kensington and Chelsea 019B,E09000020,Kensington and Chelsea,1449.00 
E01002846,Kensington and Chelsea 017A,E09000020,Kensington and Chelsea,1313.00 
E01002847,Kensington and Chelsea 015B,E09000020,Kensington and Chelsea,1571.00 
E01002848,Kensington and Chelsea 015C,E09000020,Kensington and Chelsea,1472.00 
E01002849,Kensington and Chelsea 017B,E09000020,Kensington and Chelsea,1572.00 
E01002850,Kensington and Chelsea 013D,E09000020,Kensington and Chelsea,1475.00 
E01002851,Kensington and Chelsea 015D,E09000020,Kensington and Chelsea,1526.00 
E01002852,Kensington and Chelsea 001A,E09000020,Kensington and Chelsea,1960.00 
E01002853,Kensington and Chelsea 001B,E09000020,Kensington and Chelsea,950.00 
E01002854,Kensington and Chelsea 001C,E09000020,Kensington and Chelsea,1025.00 
E01002855,Kensington and Chelsea 001D,E09000020,Kensington and Chelsea,1545.00 
E01002856,Kensington and Chelsea 004E,E09000020,Kensington and Chelsea,1588.00 
E01002857,Kensington and Chelsea 001E,E09000020,Kensington and Chelsea,1156.00 
E01002858,Kensington and Chelsea 014C,E09000020,Kensington and Chelsea,1369.00 
E01002859,Kensington and Chelsea 012C,E09000020,Kensington and Chelsea,1622.00 
E01002860,Kensington and Chelsea 012D,E09000020,Kensington and Chelsea,1494.00 
E01002861,Kensington and Chelsea 014D,E09000020,Kensington and Chelsea,1251.00 
E01002862,Kensington and Chelsea 014E,E09000020,Kensington and Chelsea,1279.00 
E01002863,Kensington and Chelsea 012E,E09000020,Kensington and Chelsea,1351.00 
E01002864,Kensington and Chelsea 009A,E09000020,Kensington and Chelsea,1475.00 
E01002865,Kensington and Chelsea 011E,E09000020,Kensington and Chelsea,1658.00 
E01002866,Kensington and Chelsea 009B,E09000020,Kensington and Chelsea,1644.00 
E01002867,Kensington and Chelsea 009C,E09000020,Kensington and Chelsea,1765.00 
E01002868,Kensington and Chelsea 009D,E09000020,Kensington and Chelsea,1606.00 
E01002869,Kensington and Chelsea 009E,E09000020,Kensington and Chelsea,1510.00 
E01002870,Kensington and Chelsea 005A,E09000020,Kensington and Chelsea,1451.00 
E01002871,Kensington and Chelsea 007B,E09000020,Kensington and Chelsea,1670.00 
E01002872,Kensington and Chelsea 005B,E09000020,Kensington and Chelsea,1342.00 
E01002873,Kensington and Chelsea 007C,E09000020,Kensington and Chelsea,1257.00 
E01002874,Kensington and Chelsea 007D,E09000020,Kensington and Chelsea,1286.00 
E01002875,Kensington and Chelsea 007E,E09000020,Kensington and Chelsea,1340.00 
E01002876,Kensington and Chelsea 003A,E09000020,Kensington and Chelsea,1635.00 
E01002877,Kensington and Chelsea 003B,E09000020,Kensington and Chelsea,1616.00 
E01002878,Kensington and Chelsea 003C,E09000020,Kensington and Chelsea,1582.00 
E01002879,Kensington and Chelsea 005C,E09000020,Kensington and Chelsea,1315.00 
E01002880,Kensington and Chelsea 005D,E09000020,Kensington and Chelsea,1022.00 
E01002881,Kensington and Chelsea 005E,E09000020,Kensington and Chelsea,1149.00 
E01002882,Kensington and Chelsea 006A,E09000020,Kensington and Chelsea,1340.00 
E01002883,Kensington and Chelsea 006B,E09000020,Kensington and Chelsea,1776.00 
E01002884,Kensington and Chelsea 006C,E09000020,Kensington and Chelsea,1360.00 
E01002885,Kensington and Chelsea 006D,E09000020,Kensington and Chelsea,1364.00 
E01002886,Kensington and Chelsea 006E,E09000020,Kensington and Chelsea,1445.00 
E01002887,Kensington and Chelsea 010A,E09000020,Kensington and Chelsea,1444.00 
E01002888,Kensington and Chelsea 013E,E09000020,Kensington and Chelsea,2454.00 
E01002889,Kensington and Chelsea 010B,E09000020,Kensington and Chelsea,1175.00 
E01002890,Kensington and Chelsea 010C,E09000020,Kensington and Chelsea,1741.00 
E01002891,Kensington and Chelsea 010D,E09000020,Kensington and Chelsea,1448.00 
E01002892,Kensington and Chelsea 010E,E09000020,Kensington and Chelsea,1939.00 
E01002893,Kensington and Chelsea 017C,E09000020,Kensington and Chelsea,1732.00 
E01002894,Kensington and Chelsea 017D,E09000020,Kensington and Chelsea,1755.00 
E01002895,Kensington and Chelsea 020B,E09000020,Kensington and Chelsea,1410.00 
E01002896,Kensington and Chelsea 020C,E09000020,Kensington and Chelsea,1736.00 
E01002897,Kensington and Chelsea 020D,E09000020,Kensington and Chelsea,1432.00 
E01002898,Kensington and Chelsea 017E,E09000020,Kensington and Chelsea,1838.00 
E01002899,Kensington and Chelsea 018A,E09000020,Kensington and Chelsea,1544.00 
E01002900,Kensington and Chelsea 018B,E09000020,Kensington and Chelsea,1601.00 
E01002901,Kensington and Chelsea 018C,E09000020,Kensington and Chelsea,1303.00 
E01002902,Kensington and Chelsea 018D,E09000020,Kensington and Chelsea,1657.00 
E01002903,Kensington and Chelsea 018E,E09000020,Kensington and Chelsea,1645.00 
E01002904,Kensington and Chelsea 002A,E09000020,Kensington and Chelsea,1099.00 
E01002905,Kensington and Chelsea 002B,E09000020,Kensington and Chelsea,1472.00 
E01002906,Kensington and Chelsea 002C,E09000020,Kensington and Chelsea,1783.00 
E01002907,Kensington and Chelsea 002D,E09000020,Kensington and Chelsea,1374.00 
E01002908,Kensington and Chelsea 003D,E09000020,Kensington and Chelsea,1284.00 
E01002909,Kensington and Chelsea 003E,E09000020,Kensington and Chelsea,1938.00 
E01002910,Kensington and Chelsea 019C,E09000020,Kensington and Chelsea,1505.00 
E01002911,Kensington and Chelsea 019D,E09000020,Kensington and Chelsea,1656.00 
E01002912,Kensington and Chelsea 020E,E09000020,Kensington and Chelsea,1818.00 
E01002913,Kensington and Chelsea 021E,E09000020,Kensington and Chelsea,2215.00 
E01002914,Kensington and Chelsea 019E,E09000020,Kensington and Chelsea,1629.00 
E01002915,Kingston upon Thames 014A,E09000021,Kingston upon Thames,1381.00 
E01002916,Kingston upon Thames 014B,E09000021,Kingston upon Thames,1477.00 
E01002917,Kingston upon Thames 014C,E09000021,Kingston upon Thames,1477.00 
E01002918,Kingston upon Thames 017A,E09000021,Kingston upon Thames,1839.00 
E01002919,Kingston upon Thames 017B,E09000021,Kingston upon Thames,2103.00 
E01002920,Kingston upon Thames 014D,E09000021,Kingston upon Thames,1622.00 
E01002921,Kingston upon Thames 011A,E09000021,Kingston upon Thames,1687.00 
E01002922,Kingston upon Thames 010A,E09000021,Kingston upon Thames,1604.00 
E01002923,Kingston upon Thames 013A,E09000021,Kingston upon Thames,1801.00 
E01002924,Kingston upon Thames 014E,E09000021,Kingston upon Thames,1501.00 
E01002925,Kingston upon Thames 013B,E09000021,Kingston upon Thames,1629.00 
E01002926,Kingston upon Thames 010B,E09000021,Kingston upon Thames,1608.00 
E01002927,Kingston upon Thames 008A,E09000021,Kingston upon Thames,1627.00 
E01002928,Kingston upon Thames 008B,E09000021,Kingston upon Thames,1941.00 
E01002929,Kingston upon Thames 007A,E09000021,Kingston upon Thames,1631.00 
E01002930,Kingston upon Thames 007B,E09000021,Kingston upon Thames,1882.00 
E01002931,Kingston upon Thames 007C,E09000021,Kingston upon Thames,2030.00 
E01002932,Kingston upon Thames 006A,E09000021,Kingston upon Thames,2066.00 
E01002933,Kingston upon Thames 004A,E09000021,Kingston upon Thames,2133.00 
E01002934,Kingston upon Thames 004B,E09000021,Kingston upon Thames,2234.00 
E01002935,Kingston upon Thames 003A,E09000021,Kingston upon Thames,2266.00 
E01002937,Kingston upon Thames 004D,E09000021,Kingston upon Thames,1862.00 
E01002938,Kingston upon Thames 003B,E09000021,Kingston upon Thames,2164.00 
E01002939,Kingston upon Thames 018A,E09000021,Kingston upon Thames,1655.00 
E01002940,Kingston upon Thames 020A,E09000021,Kingston upon Thames,1664.00 
E01002941,Kingston upon Thames 018B,E09000021,Kingston upon Thames,1630.00 
E01002942,Kingston upon Thames 018C,E09000021,Kingston upon Thames,1397.00 
E01002943,Kingston upon Thames 020B,E09000021,Kingston upon Thames,1430.00 
E01002944,Kingston upon Thames 019A,E09000021,Kingston upon Thames,1391.00 
E01002945,Kingston upon Thames 019B,E09000021,Kingston upon Thames,1552.00 
E01002946,Kingston upon Thames 019C,E09000021,Kingston upon Thames,1472.00 
E01002947,Kingston upon Thames 019D,E09000021,Kingston upon Thames,1586.00 
E01002948,Kingston upon Thames 020C,E09000021,Kingston upon Thames,2213.00 
E01002949,Kingston upon Thames 020D,E09000021,Kingston upon Thames,1924.00 
E01002950,Kingston upon Thames 020E,E09000021,Kingston upon Thames,1662.00 
E01002951,Kingston upon Thames 003C,E09000021,Kingston upon Thames,1813.00 
E01002952,Kingston upon Thames 002A,E09000021,Kingston upon Thames,1668.00 
E01002953,Kingston upon Thames 002B,E09000021,Kingston upon Thames,1615.00 
E01002954,Kingston upon Thames 003D,E09000021,Kingston upon Thames,1471.00 
E01002955,Kingston upon Thames 002C,E09000021,Kingston upon Thames,1601.00 
E01002956,Kingston upon Thames 002D,E09000021,Kingston upon Thames,2219.00 
E01002957,Kingston upon Thames 003E,E09000021,Kingston upon Thames,2002.00 
E01002958,Kingston upon Thames 008C,E09000021,Kingston upon Thames,1788.00 
E01002959,Kingston upon Thames 002E,E09000021,Kingston upon Thames,1409.00 
E01002960,Kingston upon Thames 006B,E09000021,Kingston upon Thames,1755.00 
E01002961,Kingston upon Thames 008D,E09000021,Kingston upon Thames,1607.00 
E01002962,Kingston upon Thames 006C,E09000021,Kingston upon Thames,1856.00 
E01002963,Kingston upon Thames 007D,E09000021,Kingston upon Thames,1957.00 
E01002964,Kingston upon Thames 005A,E09000021,Kingston upon Thames,3469.00 
E01002965,Kingston upon Thames 009A,E09000021,Kingston upon Thames,2053.00 
E01002966,Kingston upon Thames 010C,E09000021,Kingston upon Thames,2018.00 
E01002967,Kingston upon Thames 009B,E09000021,Kingston upon Thames,2719.00 
E01002968,Kingston upon Thames 009C,E09000021,Kingston upon Thames,3223.00 
E01002969,Kingston upon Thames 005B,E09000021,Kingston upon Thames,1901.00 
E01002970,Kingston upon Thames 006D,E09000021,Kingston upon Thames,1760.00 
E01002971,Kingston upon Thames 005C,E09000021,Kingston upon Thames,2074.00 
E01002972,Kingston upon Thames 005D,E09000021,Kingston upon Thames,2359.00 
E01002973,Kingston upon Thames 006E,E09000021,Kingston upon Thames,1553.00 
E01002974,Kingston upon Thames 005E,E09000021,Kingston upon Thames,2085.00 
E01002975,Kingston upon Thames 012A,E09000021,Kingston upon Thames,1511.00 
E01002976,Kingston upon Thames 015A,E09000021,Kingston upon Thames,1707.00 
E01002977,Kingston upon Thames 012B,E09000021,Kingston upon Thames,1747.00 
E01002978,Kingston upon Thames 015B,E09000021,Kingston upon Thames,1899.00 
E01002979,Kingston upon Thames 015C,E09000021,Kingston upon Thames,1549.00 
E01002980,Kingston upon Thames 012C,E09000021,Kingston upon Thames,1418.00 
E01002981,Kingston upon Thames 012D,E09000021,Kingston upon Thames,1563.00 
E01002982,Kingston upon Thames 015D,E09000021,Kingston upon Thames,1408.00 
E01002983,Kingston upon Thames 015E,E09000021,Kingston upon Thames,1695.00 
E01002984,Kingston upon Thames 012E,E09000021,Kingston upon Thames,1436.00 
E01002985,Kingston upon Thames 007E,E09000021,Kingston upon Thames,1846.00 
E01002986,Kingston upon Thames 008E,E09000021,Kingston upon Thames,1381.00 
E01002987,Kingston upon Thames 011B,E09000021,Kingston upon Thames,1976.00 
E01002988,Kingston upon Thames 011C,E09000021,Kingston upon Thames,1865.00 
E01002989,Kingston upon Thames 011D,E09000021,Kingston upon Thames,2031.00 
E01002990,Kingston upon Thames 009D,E09000021,Kingston upon Thames,1748.00 
E01002991,Kingston upon Thames 009E,E09000021,Kingston upon Thames,1607.00 
E01002992,Kingston upon Thames 010D,E09000021,Kingston upon Thames,2829.00 
E01002993,Kingston upon Thames 013C,E09000021,Kingston upon Thames,1653.00 
E01002994,Kingston upon Thames 016A,E09000021,Kingston upon Thames,1571.00 
E01002995,Kingston upon Thames 013D,E09000021,Kingston upon Thames,1620.00 
E01002996,Kingston upon Thames 016B,E09000021,Kingston upon Thames,1535.00 
E01002997,Kingston upon Thames 016C,E09000021,Kingston upon Thames,1622.00 
E01002998,Kingston upon Thames 016D,E09000021,Kingston upon Thames,1653.00 
E01002999,Kingston upon Thames 013E,E09000021,Kingston upon Thames,1477.00 
E01003000,Kingston upon Thames 017C,E09000021,Kingston upon Thames,1711.00 
E01003001,Kingston upon Thames 017D,E09000021,Kingston upon Thames,1900.00 
E01003002,Kingston upon Thames 016E,E09000021,Kingston upon Thames,2017.00 
E01003003,Kingston upon Thames 017E,E09000021,Kingston upon Thames,1776.00 
E01003004,Kingston upon Thames 018D,E09000021,Kingston upon Thames,1557.00 
E01003005,Kingston upon Thames 018E,E09000021,Kingston upon Thames,1561.00 
E01003006,Kingston upon Thames 001A,E09000021,Kingston upon Thames,1506.00 
E01003007,Kingston upon Thames 001B,E09000021,Kingston upon Thames,1556.00 
E01003008,Kingston upon Thames 001C,E09000021,Kingston upon Thames,1488.00 
E01003009,Kingston upon Thames 001D,E09000021,Kingston upon Thames,2189.00 
E01003010,Kingston upon Thames 001E,E09000021,Kingston upon Thames,1539.00 
E01003011,Kingston upon Thames 004E,E09000021,Kingston upon Thames,1855.00 
E01003013,Lambeth 036A,E09000022,Lambeth,2739.00 
E01003014,Lambeth 036B,E09000022,Lambeth,1693.00 
E01003015,Lambeth 002A,E09000022,Lambeth,1735.00 
E01003016,Lambeth 036C,E09000022,Lambeth,2843.00 
E01003017,Lambeth 036D,E09000022,Lambeth,2029.00 
E01003018,Lambeth 020A,E09000022,Lambeth,2219.00 
E01003019,Lambeth 015A,E09000022,Lambeth,2057.00 
E01003020,Lambeth 016A,E09000022,Lambeth,1681.00 
E01003021,Lambeth 021A,E09000022,Lambeth,2456.00 
E01003022,Lambeth 021B,E09000022,Lambeth,1795.00 
E01003023,Lambeth 021C,E09000022,Lambeth,2714.00 
E01003024,Lambeth 021D,E09000022,Lambeth,1802.00 
E01003025,Lambeth 021E,E09000022,Lambeth,2063.00 
E01003026,Lambeth 019A,E09000022,Lambeth,1572.00 
E01003027,Lambeth 019B,E09000022,Lambeth,1343.00 
E01003028,Lambeth 019C,E09000022,Lambeth,1594.00 
E01003029,Lambeth 017A,E09000022,Lambeth,1860.00 
E01003030,Lambeth 019D,E09000022,Lambeth,2032.00 
E01003031,Lambeth 023A,E09000022,Lambeth,1733.00 
E01003032,Lambeth 017B,E09000022,Lambeth,1747.00 
E01003033,Lambeth 019E,E09000022,Lambeth,1604.00 
E01003034,Lambeth 012A,E09000022,Lambeth,1770.00 
E01003035,Lambeth 012B,E09000022,Lambeth,1600.00 
E01003036,Lambeth 012C,E09000022,Lambeth,1546.00 
E01003037,Lambeth 013A,E09000022,Lambeth,1410.00 
E01003038,Lambeth 013B,E09000022,Lambeth,1753.00 
E01003039,Lambeth 013C,E09000022,Lambeth,2465.00 
E01003040,Lambeth 013D,E09000022,Lambeth,1291.00 
E01003041,Lambeth 017C,E09000022,Lambeth,1574.00 
E01003042,Lambeth 013E,E09000022,Lambeth,1117.00 
E01003043,Lambeth 018A,E09000022,Lambeth,1617.00 
E01003044,Lambeth 018B,E09000022,Lambeth,941.00 
E01003045,Lambeth 011A,E09000022,Lambeth,1894.00 
E01003046,Lambeth 009A,E09000022,Lambeth,1695.00 
E01003047,Lambeth 011B,E09000022,Lambeth,1742.00 
E01003048,Lambeth 009B,E09000022,Lambeth,1808.00 
E01003049,Lambeth 011C,E09000022,Lambeth,1743.00 
E01003050,Lambeth 016B,E09000022,Lambeth,1823.00 
E01003051,Lambeth 018C,E09000022,Lambeth,1878.00 
E01003052,Lambeth 016C,E09000022,Lambeth,1882.00 
E01003053,Lambeth 015B,E09000022,Lambeth,1680.00 
E01003054,Lambeth 015C,E09000022,Lambeth,2079.00 
E01003055,Lambeth 016D,E09000022,Lambeth,1708.00 
E01003056,Lambeth 015D,E09000022,Lambeth,1581.00 
E01003057,Lambeth 017D,E09000022,Lambeth,1589.00 
E01003058,Lambeth 015E,E09000022,Lambeth,1818.00 
E01003059,Lambeth 011D,E09000022,Lambeth,1720.00 
E01003060,Lambeth 011E,E09000022,Lambeth,1554.00 
E01003061,Lambeth 011F,E09000022,Lambeth,1035.00 
E01003062,Lambeth 033A,E09000022,Lambeth,2027.00 
E01003063,Lambeth 033B,E09000022,Lambeth,1402.00 
E01003064,Lambeth 028A,E09000022,Lambeth,1503.00 
E01003065,Lambeth 031A,E09000022,Lambeth,1568.00 
E01003066,Lambeth 028B,E09000022,Lambeth,1883.00 
E01003067,Lambeth 033C,E09000022,Lambeth,1481.00 
E01003068,Lambeth 031B,E09000022,Lambeth,1644.00 
E01003069,Lambeth 033D,E09000022,Lambeth,1404.00 
E01003070,Lambeth 033E,E09000022,Lambeth,1484.00 
E01003071,Lambeth 018D,E09000022,Lambeth,2501.00 
E01003072,Lambeth 014A,E09000022,Lambeth,1911.00 
E01003073,Lambeth 014B,E09000022,Lambeth,1758.00 
E01003074,Lambeth 018E,E09000022,Lambeth,2354.00 
E01003075,Lambeth 009C,E09000022,Lambeth,1589.00 
E01003076,Lambeth 014C,E09000022,Lambeth,2219.00 
E01003077,Lambeth 014D,E09000022,Lambeth,1867.00 
E01003078,Lambeth 014E,E09000022,Lambeth,1697.00 
E01003079,Lambeth 027A,E09000022,Lambeth,1753.00 
E01003080,Lambeth 027B,E09000022,Lambeth,1818.00 
E01003081,Lambeth 028C,E09000022,Lambeth,2023.00 
E01003082,Lambeth 031C,E09000022,Lambeth,1596.00 
E01003083,Lambeth 030A,E09000022,Lambeth,1643.00 
E01003084,Lambeth 030B,E09000022,Lambeth,1682.00 
E01003085,Lambeth 030C,E09000022,Lambeth,1972.00 
E01003086,Lambeth 031D,E09000022,Lambeth,1767.00 
E01003087,Lambeth 031E,E09000022,Lambeth,1773.00 
E01003088,Lambeth 010A,E09000022,Lambeth,1586.00 
E01003089,Lambeth 008A,E09000022,Lambeth,1820.00 
E01003090,Lambeth 012D,E09000022,Lambeth,2348.00 
E01003091,Lambeth 008B,E09000022,Lambeth,1602.00 
E01003092,Lambeth 008C,E09000022,Lambeth,1967.00 
E01003093,Lambeth 010B,E09000022,Lambeth,2609.00 
E01003094,Lambeth 010C,E09000022,Lambeth,1490.00 
E01003095,Lambeth 012E,E09000022,Lambeth,1773.00 
E01003096,Lambeth 010D,E09000022,Lambeth,2443.00 
E01003097,Lambeth 006A,E09000022,Lambeth,1652.00 
E01003098,Lambeth 005A,E09000022,Lambeth,1509.00 
E01003099,Lambeth 005B,E09000022,Lambeth,1822.00 
E01003100,Lambeth 005C,E09000022,Lambeth,2020.00 
E01003101,Lambeth 003A,E09000022,Lambeth,1580.00 
E01003102,Lambeth 004A,E09000022,Lambeth,1832.00 
E01003104,Lambeth 004C,E09000022,Lambeth,1674.00 
E01003105,Lambeth 003B,E09000022,Lambeth,1911.00 
E01003106,Lambeth 003C,E09000022,Lambeth,2173.00 
E01003107,Lambeth 003D,E09000022,Lambeth,1977.00 
E01003108,Lambeth 002B,E09000022,Lambeth,1594.00 
E01003109,Lambeth 003E,E09000022,Lambeth,2981.00 
E01003110,Lambeth 002C,E09000022,Lambeth,2206.00 
E01003111,Lambeth 002D,E09000022,Lambeth,1728.00 
E01003112,Lambeth 002E,E09000022,Lambeth,1855.00 
E01003113,Lambeth 032A,E09000022,Lambeth,2194.00 
E01003114,Lambeth 032B,E09000022,Lambeth,2407.00 
E01003115,Lambeth 034A,E09000022,Lambeth,1721.00 
E01003116,Lambeth 029A,E09000022,Lambeth,1662.00 
E01003117,Lambeth 029B,E09000022,Lambeth,2168.00 
E01003118,Lambeth 029C,E09000022,Lambeth,2066.00 
E01003119,Lambeth 032C,E09000022,Lambeth,2317.00 
E01003120,Lambeth 032D,E09000022,Lambeth,2714.00 
E01003121,Lambeth 006B,E09000022,Lambeth,1527.00 
E01003122,Lambeth 004D,E09000022,Lambeth,2119.00 
E01003123,Lambeth 006C,E09000022,Lambeth,1642.00 
E01003124,Lambeth 006D,E09000022,Lambeth,1482.00 
E01003125,Lambeth 006E,E09000022,Lambeth,1796.00 
E01003126,Lambeth 008D,E09000022,Lambeth,1535.00 
E01003127,Lambeth 010E,E09000022,Lambeth,1789.00 
E01003128,Lambeth 008E,E09000022,Lambeth,1558.00 
E01003129,Lambeth 004E,E09000022,Lambeth,1798.00 
E01003130,Lambeth 026A,E09000022,Lambeth,1966.00 
E01003131,Lambeth 026B,E09000022,Lambeth,2120.00 
E01003132,Lambeth 024A,E09000022,Lambeth,1665.00 
E01003133,Lambeth 027C,E09000022,Lambeth,1620.00 
E01003134,Lambeth 027D,E09000022,Lambeth,1601.00 
E01003135,Lambeth 026C,E09000022,Lambeth,1747.00 
E01003136,Lambeth 022A,E09000022,Lambeth,1739.00 
E01003137,Lambeth 022B,E09000022,Lambeth,1625.00 
E01003138,Lambeth 026D,E09000022,Lambeth,1788.00 
E01003139,Lambeth 035A,E09000022,Lambeth,1740.00 
E01003140,Lambeth 035B,E09000022,Lambeth,1524.00 
E01003141,Lambeth 034B,E09000022,Lambeth,1842.00 
E01003142,Lambeth 035C,E09000022,Lambeth,1461.00 
E01003143,Lambeth 035D,E09000022,Lambeth,1472.00 
E01003144,Lambeth 034C,E09000022,Lambeth,1537.00 
E01003145,Lambeth 034D,E09000022,Lambeth,1944.00 
E01003146,Lambeth 035E,E09000022,Lambeth,1663.00 
E01003147,Lambeth 034E,E09000022,Lambeth,2112.00 
E01003148,Lambeth 032E,E09000022,Lambeth,2016.00 
E01003149,Lambeth 030D,E09000022,Lambeth,1966.00 
E01003150,Lambeth 032F,E09000022,Lambeth,1938.00 
E01003151,Lambeth 026E,E09000022,Lambeth,2013.00 
E01003152,Lambeth 027E,E09000022,Lambeth,2184.00 
E01003153,Lambeth 029D,E09000022,Lambeth,2429.00 
E01003154,Lambeth 030E,E09000022,Lambeth,2020.00 
E01003155,Lambeth 029E,E09000022,Lambeth,2043.00 
E01003156,Lambeth 023B,E09000022,Lambeth,1716.00 
E01003157,Lambeth 023C,E09000022,Lambeth,1761.00 
E01003158,Lambeth 023D,E09000022,Lambeth,1789.00 
E01003159,Lambeth 022C,E09000022,Lambeth,1346.00 
E01003160,Lambeth 022D,E09000022,Lambeth,1422.00 
E01003161,Lambeth 023E,E09000022,Lambeth,1232.00 
E01003162,Lambeth 022E,E09000022,Lambeth,1965.00 
E01003163,Lambeth 023F,E09000022,Lambeth,1645.00 
E01003164,Lambeth 025A,E09000022,Lambeth,2207.00 
E01003165,Lambeth 025B,E09000022,Lambeth,1555.00 
E01003166,Lambeth 028D,E09000022,Lambeth,2656.00 
E01003167,Lambeth 028E,E09000022,Lambeth,1777.00 
E01003168,Lambeth 025C,E09000022,Lambeth,1598.00 
E01003169,Lambeth 025D,E09000022,Lambeth,2413.00 
E01003170,Lambeth 025E,E09000022,Lambeth,1971.00 
E01003171,Lambeth 020B,E09000022,Lambeth,1701.00 
E01003172,Lambeth 024B,E09000022,Lambeth,1930.00 
E01003173,Lambeth 020C,E09000022,Lambeth,1708.00 
E01003174,Lambeth 024C,E09000022,Lambeth,1904.00 
E01003175,Lambeth 024D,E09000022,Lambeth,1528.00 
E01003176,Lambeth 016E,E09000022,Lambeth,1993.00 
E01003177,Lambeth 020D,E09000022,Lambeth,1785.00 
E01003178,Lambeth 020E,E09000022,Lambeth,1674.00 
E01003179,Lambeth 024E,E09000022,Lambeth,1659.00 
E01003180,Lambeth 005D,E09000022,Lambeth,1751.00 
E01003181,Lambeth 007A,E09000022,Lambeth,1430.00 
E01003182,Lambeth 009D,E09000022,Lambeth,1968.00 
E01003183,Lambeth 005E,E09000022,Lambeth,1776.00 
E01003184,Lambeth 007B,E09000022,Lambeth,1231.00 
E01003185,Lambeth 007C,E09000022,Lambeth,1620.00 
E01003186,Lambeth 007D,E09000022,Lambeth,2815.00 
E01003187,Lambeth 007E,E09000022,Lambeth,1844.00 
