LSOA Code,LSOA Name,LA Code (2019 boundaries),LA name (2019 boundaries),All Ages
E01001370,Ealing 037D,E09000009,Ealing,1993.00 
E01001371,Ealing 037E,E09000009,Ealing,2265.00 
E01001372,Ealing 037F,E09000009,Ealing,2192.00 
E01001373,Ealing 037G,E09000009,Ealing,1810.00 
E01001374,Ealing 040A,E09000009,Ealing,1888.00 
E01001375,Ealing 034A,E09000009,Ealing,1625.00 
E01001376,Ealing 040B,E09000009,Ealing,1625.00 
E01001377,Ealing 034B,E09000009,Ealing,1699.00 
E01001379,Ealing 034C,E09000009,Ealing,1603.00 
E01001380,Ealing 040C,E09000009,Ealing,1820.00 
E01001381,Ealing 034D,E09000009,Ealing,1965.00 
E01001382,Ealing 032B,E09000009,Ealing,1408.00 
E01001383,Ealing 028D,E09000009,Ealing,1619.00 
E01001384,Ealing 032C,E09000009,Ealing,1610.00 
E01001385,Ealing 032D,E09000009,Ealing,1661.00 
E01001386,Ealing 031F,E09000009,Ealing,1688.00 
E01001387,Ealing 032E,E09000009,Ealing,1534.00 
E01001388,Ealing 028E,E09000009,Ealing,1391.00 
E01001389,Ealing 028F,E09000009,Ealing,1718.00 
E01001390,Enfield 036A,E09000010,Enfield,2083.00 
E01001391,Enfield 036B,E09000010,Enfield,2013.00 
E01001392,Enfield 032A,E09000010,Enfield,1905.00 
E01001393,Enfield 036C,E09000010,Enfield,2137.00 
E01001394,Enfield 035A,E09000010,Enfield,1899.00 
E01001395,Enfield 035B,E09000010,Enfield,1689.00 
E01001396,Enfield 036D,E09000010,Enfield,1615.00 
E01001397,Enfield 035C,E09000010,Enfield,2337.00 
E01001398,Enfield 021A,E09000010,Enfield,1341.00 
E01001399,Enfield 021B,E09000010,Enfield,1410.00 
E01001400,Enfield 021C,E09000010,Enfield,1647.00 
E01001401,Enfield 016A,E09000010,Enfield,1338.00 
E01001402,Enfield 021D,E09000010,Enfield,2005.00 
E01001403,Enfield 021E,E09000010,Enfield,1673.00 
E01001404,Enfield 026A,E09000010,Enfield,1549.00 
E01001405,Enfield 015A,E09000010,Enfield,1915.00 
E01001406,Enfield 015B,E09000010,Enfield,1642.00 
E01001407,Enfield 005A,E09000010,Enfield,1659.00 
E01001408,Enfield 004A,E09000010,Enfield,1708.00 
E01001409,Enfield 005B,E09000010,Enfield,1841.00 
E01001410,Enfield 005C,E09000010,Enfield,2056.00 
E01001411,Enfield 004B,E09000010,Enfield,1917.00 
E01001412,Enfield 004C,E09000010,Enfield,1769.00 
E01001413,Enfield 004D,E09000010,Enfield,1529.00 
E01001414,Enfield 004E,E09000010,Enfield,1584.00 
E01001415,Enfield 011A,E09000010,Enfield,2013.00 
E01001416,Enfield 013A,E09000010,Enfield,1705.00 
E01001417,Enfield 011B,E09000010,Enfield,1862.00 
E01001418,Enfield 011C,E09000010,Enfield,1681.00 
E01001419,Enfield 020A,E09000010,Enfield,2134.00 
E01001420,Enfield 020B,E09000010,Enfield,1607.00 
E01001421,Enfield 020C,E09000010,Enfield,1730.00 
E01001422,Enfield 011D,E09000010,Enfield,1641.00 
E01001423,Enfield 027A,E09000010,Enfield,2003.00 
E01001424,Enfield 030A,E09000010,Enfield,1222.00 
E01001425,Enfield 027B,E09000010,Enfield,2119.00 
E01001426,Enfield 030B,E09000010,Enfield,1954.00 
E01001427,Enfield 030C,E09000010,Enfield,1644.00 
E01001428,Enfield 027C,E09000010,Enfield,1881.00 
E01001429,Enfield 030D,E09000010,Enfield,2639.00 
E01001430,Enfield 030E,E09000010,Enfield,1779.00 
E01001431,Enfield 033A,E09000010,Enfield,1860.00 
E01001432,Enfield 033B,E09000010,Enfield,2106.00 
E01001433,Enfield 007A,E09000010,Enfield,2009.00 
E01001434,Enfield 007B,E09000010,Enfield,1634.00 
E01001435,Enfield 007C,E09000010,Enfield,1516.00 
E01001436,Enfield 007D,E09000010,Enfield,1977.00 
E01001437,Enfield 014A,E09000010,Enfield,2529.00 
E01001438,Enfield 007E,E09000010,Enfield,1718.00 
E01001439,Enfield 006A,E09000010,Enfield,2359.00 
E01001440,Enfield 012A,E09000010,Enfield,1723.00 
E01001441,Enfield 006B,E09000010,Enfield,1696.00 
E01001442,Enfield 002A,E09000010,Enfield,1831.00 
E01001444,Enfield 001A,E09000010,Enfield,1874.00 
E01001445,Enfield 003B,E09000010,Enfield,3188.00 
E01001446,Enfield 001B,E09000010,Enfield,1862.00 
E01001447,Enfield 003C,E09000010,Enfield,2145.00 
E01001448,Enfield 003D,E09000010,Enfield,1974.00 
E01001449,Enfield 003E,E09000010,Enfield,1743.00 
E01001450,Enfield 015C,E09000010,Enfield,2483.00 
E01001451,Enfield 017A,E09000010,Enfield,1585.00 
E01001452,Enfield 017B,E09000010,Enfield,1362.00 
E01001453,Enfield 017C,E09000010,Enfield,1804.00 
E01001454,Enfield 017D,E09000010,Enfield,1700.00 
E01001455,Enfield 021F,E09000010,Enfield,1510.00 
E01001456,Enfield 022A,E09000010,Enfield,1388.00 
E01001457,Enfield 010A,E09000010,Enfield,1701.00 
E01001458,Enfield 037A,E09000010,Enfield,1904.00 
E01001459,Enfield 024A,E09000010,Enfield,1764.00 
E01001460,Enfield 024B,E09000010,Enfield,2022.00 
E01001461,Enfield 027D,E09000010,Enfield,1819.00 
E01001462,Enfield 024C,E09000010,Enfield,1537.00 
E01001463,Enfield 031A,E09000010,Enfield,1652.00 
E01001464,Enfield 027E,E09000010,Enfield,1357.00 
E01001465,Enfield 031B,E09000010,Enfield,1607.00 
E01001466,Enfield 031C,E09000010,Enfield,1861.00 
E01001467,Enfield 031D,E09000010,Enfield,1913.00 
E01001468,Enfield 010B,E09000010,Enfield,1258.00 
E01001469,Enfield 008A,E09000010,Enfield,1687.00 
E01001470,Enfield 013B,E09000010,Enfield,1639.00 
E01001471,Enfield 010C,E09000010,Enfield,1885.00 
E01001472,Enfield 010D,E09000010,Enfield,1757.00 
E01001473,Enfield 013C,E09000010,Enfield,1519.00 
E01001474,Enfield 010E,E09000010,Enfield,1911.00 
E01001475,Enfield 013D,E09000010,Enfield,1686.00 
E01001476,Enfield 018A,E09000010,Enfield,1854.00 
E01001477,Enfield 018B,E09000010,Enfield,1987.00 
E01001478,Enfield 016B,E09000010,Enfield,1588.00 
E01001479,Enfield 023A,E09000010,Enfield,1890.00 
E01001480,Enfield 024D,E09000010,Enfield,1664.00 
E01001481,Enfield 018C,E09000010,Enfield,1793.00 
E01001482,Enfield 023B,E09000010,Enfield,1970.00 
E01001483,Enfield 025A,E09000010,Enfield,1329.00 
E01001484,Enfield 016C,E09000010,Enfield,1375.00 
E01001485,Enfield 025B,E09000010,Enfield,2066.00 
E01001486,Enfield 025C,E09000010,Enfield,2308.00 
E01001487,Enfield 023C,E09000010,Enfield,2116.00 
E01001488,Enfield 024E,E09000010,Enfield,2078.00 
E01001489,Enfield 023D,E09000010,Enfield,2068.00 
E01001491,Enfield 023E,E09000010,Enfield,2118.00 
E01001492,Enfield 025E,E09000010,Enfield,2179.00 
E01001493,Enfield 026B,E09000010,Enfield,1849.00 
E01001494,Enfield 026C,E09000010,Enfield,1502.00 
E01001495,Enfield 029A,E09000010,Enfield,1870.00 
E01001496,Enfield 026D,E09000010,Enfield,1729.00 
E01001497,Enfield 031E,E09000010,Enfield,1474.00 
E01001498,Enfield 029B,E09000010,Enfield,2006.00 
E01001499,Enfield 031F,E09000010,Enfield,1573.00 
E01001500,Enfield 035D,E09000010,Enfield,1596.00 
E01001501,Enfield 036E,E09000010,Enfield,2238.00 
E01001502,Enfield 018D,E09000010,Enfield,1898.00 
E01001503,Enfield 018E,E09000010,Enfield,1971.00 
E01001504,Enfield 012B,E09000010,Enfield,1571.00 
E01001505,Enfield 012C,E09000010,Enfield,1722.00 
E01001506,Enfield 014B,E09000010,Enfield,1585.00 
E01001507,Enfield 012D,E09000010,Enfield,2129.00 
E01001508,Enfield 012E,E09000010,Enfield,2292.00 
E01001509,Enfield 014C,E09000010,Enfield,1891.00 
E01001510,Enfield 014D,E09000010,Enfield,810.00 
E01001511,Enfield 016D,E09000010,Enfield,1824.00 
E01001512,Enfield 015D,E09000010,Enfield,2250.00 
E01001513,Enfield 012F,E09000010,Enfield,1967.00 
E01001514,Enfield 016E,E09000010,Enfield,1866.00 
E01001515,Enfield 015E,E09000010,Enfield,1993.00 
E01001516,Enfield 005D,E09000010,Enfield,1889.00 
E01001517,Enfield 006C,E09000010,Enfield,2034.00 
E01001518,Enfield 016F,E09000010,Enfield,1836.00 
E01001519,Enfield 020D,E09000010,Enfield,3091.00 
E01001520,Enfield 019A,E09000010,Enfield,1787.00 
E01001521,Enfield 028A,E09000010,Enfield,2024.00 
E01001522,Enfield 019B,E09000010,Enfield,2069.00 
E01001523,Enfield 019C,E09000010,Enfield,1747.00 
E01001524,Enfield 019D,E09000010,Enfield,1673.00 
E01001525,Enfield 020E,E09000010,Enfield,2005.00 
E01001526,Enfield 019E,E09000010,Enfield,1671.00 
E01001527,Enfield 036F,E09000010,Enfield,1688.00 
E01001528,Enfield 032B,E09000010,Enfield,1411.00 
E01001529,Enfield 032C,E09000010,Enfield,1700.00 
E01001530,Enfield 032D,E09000010,Enfield,1760.00 
E01001531,Enfield 028B,E09000010,Enfield,1556.00 
E01001532,Enfield 028C,E09000010,Enfield,1681.00 
E01001533,Enfield 028D,E09000010,Enfield,1439.00 
E01001534,Enfield 032E,E09000010,Enfield,1745.00 
E01001535,Enfield 028E,E09000010,Enfield,1378.00 
E01001536,Enfield 008B,E09000010,Enfield,1927.00 
E01001537,Enfield 005E,E09000010,Enfield,1776.00 
E01001538,Enfield 009A,E09000010,Enfield,1596.00 
E01001539,Enfield 009B,E09000010,Enfield,1583.00 
E01001540,Enfield 008C,E09000010,Enfield,1868.00 
E01001541,Enfield 008D,E09000010,Enfield,1524.00 
E01001542,Enfield 008E,E09000010,Enfield,1640.00 
E01001543,Enfield 009C,E09000010,Enfield,1618.00 
E01001544,Enfield 009D,E09000010,Enfield,1626.00 
E01001545,Enfield 002B,E09000010,Enfield,1944.00 
E01001546,Enfield 001C,E09000010,Enfield,1925.00 
E01001547,Enfield 002C,E09000010,Enfield,2171.00 
E01001548,Enfield 002D,E09000010,Enfield,2030.00 
E01001549,Enfield 006D,E09000010,Enfield,2123.00 
E01001550,Enfield 006E,E09000010,Enfield,1754.00 
E01001551,Enfield 002E,E09000010,Enfield,1781.00 
E01001552,Enfield 001D,E09000010,Enfield,2009.00 
E01001553,Enfield 037B,E09000010,Enfield,1765.00 
E01001554,Enfield 037C,E09000010,Enfield,1900.00 
E01001555,Enfield 033C,E09000010,Enfield,2429.00 
E01001556,Enfield 035E,E09000010,Enfield,1635.00 
E01001557,Enfield 033D,E09000010,Enfield,1799.00 
E01001558,Enfield 033E,E09000010,Enfield,1851.00 
E01001559,Enfield 033F,E09000010,Enfield,2365.00 
E01001560,Enfield 035F,E09000010,Enfield,1707.00 
E01001562,Enfield 037D,E09000010,Enfield,2319.00 
E01001563,Enfield 029C,E09000010,Enfield,1654.00 
E01001564,Enfield 022B,E09000010,Enfield,1671.00 
E01001565,Enfield 029D,E09000010,Enfield,1806.00 
E01001566,Enfield 029E,E09000010,Enfield,1630.00 
E01001567,Enfield 022C,E09000010,Enfield,1571.00 
E01001568,Enfield 022D,E09000010,Enfield,1464.00 
E01001569,Enfield 022E,E09000010,Enfield,1966.00 
E01001570,Enfield 026E,E09000010,Enfield,1923.00 
E01001571,Greenwich 008A,E09000011,Greenwich,1765.00 
E01001572,Greenwich 008B,E09000011,Greenwich,1907.00 
E01001573,Greenwich 008C,E09000011,Greenwich,1560.00 
E01001574,Greenwich 008D,E09000011,Greenwich,2098.00 
E01001575,Greenwich 003A,E09000011,Greenwich,1641.00 
E01001576,Greenwich 003B,E09000011,Greenwich,1852.00 
E01001577,Greenwich 003C,E09000011,Greenwich,2101.00 
E01001578,Greenwich 003D,E09000011,Greenwich,2438.00 
E01001579,Greenwich 003E,E09000011,Greenwich,1617.00 
E01001580,Greenwich 021A,E09000011,Greenwich,1737.00 
E01001581,Greenwich 016A,E09000011,Greenwich,1621.00 
E01001582,Greenwich 021B,E09000011,Greenwich,1535.00 
E01001583,Greenwich 021C,E09000011,Greenwich,1643.00 
E01001584,Greenwich 021D,E09000011,Greenwich,1569.00 
E01001585,Greenwich 016B,E09000011,Greenwich,1465.00 
E01001586,Greenwich 016C,E09000011,Greenwich,1451.00 
E01001587,Greenwich 016D,E09000011,Greenwich,2333.00 
E01001588,Greenwich 012A,E09000011,Greenwich,1698.00 
E01001589,Greenwich 012B,E09000011,Greenwich,1890.00 
E01001590,Greenwich 014A,E09000011,Greenwich,1823.00 
E01001591,Greenwich 012C,E09000011,Greenwich,2095.00 
E01001592,Greenwich 014B,E09000011,Greenwich,1870.00 
E01001593,Greenwich 014C,E09000011,Greenwich,1744.00 
E01001594,Greenwich 014D,E09000011,Greenwich,2020.00 
E01001595,Greenwich 012D,E09000011,Greenwich,2251.00 
E01001596,Greenwich 032A,E09000011,Greenwich,1652.00 
E01001597,Greenwich 031A,E09000011,Greenwich,1552.00 
E01001598,Greenwich 031B,E09000011,Greenwich,1549.00 
E01001599,Greenwich 032B,E09000011,Greenwich,1765.00 
E01001600,Greenwich 032C,E09000011,Greenwich,1572.00 
E01001601,Greenwich 032D,E09000011,Greenwich,1558.00 
E01001602,Greenwich 031C,E09000011,Greenwich,2031.00 
E01001603,Greenwich 031D,E09000011,Greenwich,1784.00 
E01001604,Greenwich 027A,E09000011,Greenwich,1550.00 
E01001605,Greenwich 023A,E09000011,Greenwich,1648.00 
E01001606,Greenwich 023B,E09000011,Greenwich,1712.00 
E01001607,Greenwich 027B,E09000011,Greenwich,1590.00 
E01001608,Greenwich 027C,E09000011,Greenwich,1452.00 
E01001609,Greenwich 027D,E09000011,Greenwich,1715.00 
E01001610,Greenwich 023C,E09000011,Greenwich,1787.00 
E01001611,Greenwich 023D,E09000011,Greenwich,1685.00 
E01001613,Greenwich 028A,E09000011,Greenwich,1737.00 
E01001614,Greenwich 028B,E09000011,Greenwich,1431.00 
E01001615,Greenwich 028C,E09000011,Greenwich,1830.00 
E01001617,Greenwich 028D,E09000011,Greenwich,1669.00 
E01001618,Greenwich 030C,E09000011,Greenwich,1816.00 
E01001619,Greenwich 030D,E09000011,Greenwich,1899.00 
E01001620,Greenwich 025A,E09000011,Greenwich,1595.00 
E01001621,Greenwich 025B,E09000011,Greenwich,1697.00 
E01001623,Greenwich 025C,E09000011,Greenwich,1852.00 
E01001624,Greenwich 025D,E09000011,Greenwich,1518.00 
E01001625,Greenwich 025E,E09000011,Greenwich,1603.00 
E01001629,Greenwich 009A,E09000011,Greenwich,2409.00 
E01001631,Greenwich 007B,E09000011,Greenwich,2302.00 
E01001632,Greenwich 007C,E09000011,Greenwich,2457.00 
E01001633,Greenwich 009B,E09000011,Greenwich,1653.00 
E01001634,Greenwich 009C,E09000011,Greenwich,1734.00 
E01001635,Greenwich 007D,E09000011,Greenwich,1605.00 
E01001636,Greenwich 007E,E09000011,Greenwich,1784.00 
E01001637,Greenwich 009D,E09000011,Greenwich,1907.00 
E01001638,Greenwich 038A,E09000011,Greenwich,2132.00 
E01001640,Greenwich 035A,E09000011,Greenwich,3762.00 
E01001641,Greenwich 038B,E09000011,Greenwich,1940.00 
E01001642,Greenwich 038C,E09000011,Greenwich,1789.00 
E01001644,Greenwich 038D,E09000011,Greenwich,2552.00 
E01001645,Greenwich 022A,E09000011,Greenwich,1758.00 
E01001646,Greenwich 019A,E09000011,Greenwich,3006.00 
E01001647,Greenwich 022B,E09000011,Greenwich,1493.00 
E01001648,Greenwich 022C,E09000011,Greenwich,1788.00 
E01001649,Greenwich 022D,E09000011,Greenwich,1580.00 
E01001650,Greenwich 019B,E09000011,Greenwich,1788.00 
E01001651,Greenwich 019C,E09000011,Greenwich,1907.00 
E01001652,Greenwich 019D,E09000011,Greenwich,1663.00 
E01001653,Greenwich 029A,E09000011,Greenwich,1578.00 
E01001654,Greenwich 029B,E09000011,Greenwich,1723.00 
E01001655,Greenwich 029C,E09000011,Greenwich,1654.00 
E01001656,Greenwich 034A,E09000011,Greenwich,1419.00 
E01001657,Greenwich 034B,E09000011,Greenwich,1865.00 
E01001658,Greenwich 034C,E09000011,Greenwich,1693.00 
E01001659,Greenwich 034D,E09000011,Greenwich,1477.00 
E01001660,Greenwich 029D,E09000011,Greenwich,1623.00 
E01001661,Greenwich 029E,E09000011,Greenwich,1640.00 
E01001662,Greenwich 037A,E09000011,Greenwich,3229.00 
E01001664,Greenwich 037B,E09000011,Greenwich,2046.00 
E01001665,Greenwich 037C,E09000011,Greenwich,2093.00 
E01001666,Greenwich 036A,E09000011,Greenwich,1500.00 
E01001667,Greenwich 036B,E09000011,Greenwich,2945.00 
E01001668,Greenwich 036C,E09000011,Greenwich,3657.00 
E01001669,Greenwich 033A,E09000011,Greenwich,2275.00 
E01001671,Greenwich 033B,E09000011,Greenwich,1663.00 
E01001672,Greenwich 006A,E09000011,Greenwich,1949.00 
E01001673,Greenwich 006B,E09000011,Greenwich,2062.00 
E01001674,Greenwich 006C,E09000011,Greenwich,2207.00 
E01001675,Greenwich 006D,E09000011,Greenwich,2033.00 
E01001676,Greenwich 033C,E09000011,Greenwich,1919.00 
E01001677,Greenwich 006E,E09000011,Greenwich,2269.00 
E01001678,Greenwich 017A,E09000011,Greenwich,1772.00 
E01001679,Greenwich 020A,E09000011,Greenwich,1436.00 
E01001680,Greenwich 020B,E09000011,Greenwich,1589.00 
E01001681,Greenwich 020C,E09000011,Greenwich,1259.00 
E01001682,Greenwich 020D,E09000011,Greenwich,1441.00 
E01001683,Greenwich 017B,E09000011,Greenwich,1654.00 
E01001684,Greenwich 017C,E09000011,Greenwich,1454.00 
E01001685,Greenwich 017D,E09000011,Greenwich,1541.00 
E01001686,Greenwich 020E,E09000011,Greenwich,1894.00 
E01001687,Greenwich 002A,E09000011,Greenwich,1855.00 
E01001688,Greenwich 002B,E09000011,Greenwich,2837.00 
E01001690,Greenwich 001A,E09000011,Greenwich,2142.00 
E01001692,Greenwich 001B,E09000011,Greenwich,1554.00 
E01001693,Greenwich 001C,E09000011,Greenwich,1797.00 
E01001694,Greenwich 001D,E09000011,Greenwich,1977.00 
E01001695,Greenwich 011A,E09000011,Greenwich,1557.00 
E01001696,Greenwich 011B,E09000011,Greenwich,1670.00 
E01001697,Greenwich 011C,E09000011,Greenwich,2398.00 
E01001698,Greenwich 015A,E09000011,Greenwich,1879.00 
E01001699,Greenwich 015B,E09000011,Greenwich,1701.00 
E01001700,Greenwich 011D,E09000011,Greenwich,2086.00 
E01001701,Greenwich 015C,E09000011,Greenwich,1944.00 
E01001702,Greenwich 015D,E09000011,Greenwich,1605.00 
E01001703,Greenwich 011E,E09000011,Greenwich,1931.00 
E01001704,Greenwich 011F,E09000011,Greenwich,1689.00 
E01001705,Greenwich 005A,E09000011,Greenwich,2257.00 
E01001706,Greenwich 005B,E09000011,Greenwich,1301.00 
E01001708,Greenwich 005C,E09000011,Greenwich,1720.00 
E01001709,Greenwich 004B,E09000011,Greenwich,1025.00 
E01001710,Greenwich 005D,E09000011,Greenwich,1796.00 
E01001711,Greenwich 004C,E09000011,Greenwich,1410.00 
E01001712,Greenwich 004D,E09000011,Greenwich,2238.00 
E01001713,Greenwich 005E,E09000011,Greenwich,1092.00 
E01001714,Hackney 002A,E09000012,Hackney,1802.00 
E01001715,Hackney 007A,E09000012,Hackney,1439.00 
E01001716,Hackney 007B,E09000012,Hackney,1722.00 
E01001717,Hackney 007C,E09000012,Hackney,1243.00 
E01001718,Hackney 007D,E09000012,Hackney,1907.00 
E01001719,Hackney 007E,E09000012,Hackney,1633.00 
E01001720,Hackney 007F,E09000012,Hackney,1909.00 
E01001722,Hackney 029A,E09000012,Hackney,2452.00 
E01001723,Hackney 006A,E09000012,Hackney,2082.00 
E01001724,Hackney 006B,E09000012,Hackney,2560.00 
E01001725,Hackney 004A,E09000012,Hackney,1885.00 
E01001726,Hackney 004B,E09000012,Hackney,1388.00 
E01001727,Hackney 006C,E09000012,Hackney,1872.00 
E01001728,Hackney 029B,E09000012,Hackney,2157.00 
E01001729,Hackney 019A,E09000012,Hackney,2222.00 
E01001730,Hackney 019B,E09000012,Hackney,2362.00 
E01001731,Hackney 017A,E09000012,Hackney,3154.00 
E01001732,Hackney 019C,E09000012,Hackney,2129.00 
E01001733,Hackney 015A,E09000012,Hackney,1870.00 
E01001734,Hackney 017B,E09000012,Hackney,1995.00 
E01001735,Hackney 019D,E09000012,Hackney,1619.00 
E01001736,Hackney 012A,E09000012,Hackney,1599.00 
E01001737,Hackney 012B,E09000012,Hackney,1773.00 
E01001738,Hackney 012C,E09000012,Hackney,1997.00 
E01001739,Hackney 012D,E09000012,Hackney,2042.00 
E01001740,Hackney 014A,E09000012,Hackney,1456.00 
E01001741,Hackney 009A,E09000012,Hackney,1591.00 
E01001742,Hackney 008A,E09000012,Hackney,1944.00 
E01001744,Hackney 021B,E09000012,Hackney,2134.00 
E01001745,Hackney 016A,E09000012,Hackney,2277.00 
E01001746,Hackney 016B,E09000012,Hackney,1682.00 
E01001747,Hackney 014B,E09000012,Hackney,2589.00 
E01001748,Hackney 020A,E09000012,Hackney,3065.00 
E01001749,Hackney 020B,E09000012,Hackney,1522.00 
E01001750,Hackney 021C,E09000012,Hackney,2341.00 
E01001751,Hackney 021D,E09000012,Hackney,1732.00 
E01001752,Hackney 025A,E09000012,Hackney,2963.00 
E01001753,Hackney 025B,E09000012,Hackney,1700.00 
E01001754,Hackney 025C,E09000012,Hackney,3767.00 
E01001755,Hackney 025D,E09000012,Hackney,1805.00 
E01001756,Hackney 021E,E09000012,Hackney,2264.00 
E01001757,Hackney 016C,E09000012,Hackney,1793.00 
E01001758,Hackney 016D,E09000012,Hackney,2582.00 
E01001759,Hackney 016E,E09000012,Hackney,1945.00 
E01001760,Hackney 017C,E09000012,Hackney,1953.00 
E01001761,Hackney 016F,E09000012,Hackney,1866.00 
E01001762,Hackney 017D,E09000012,Hackney,2034.00 
E01001763,Hackney 020C,E09000012,Hackney,2463.00 
E01001764,Hackney 010A,E09000012,Hackney,2013.00 
E01001765,Hackney 010B,E09000012,Hackney,1914.00 
E01001767,Hackney 010D,E09000012,Hackney,1764.00 
E01001768,Hackney 006D,E09000012,Hackney,1954.00 
E01001769,Hackney 006E,E09000012,Hackney,1587.00 
E01001770,Hackney 010E,E09000012,Hackney,1924.00 
E01001772,Hackney 024A,E09000012,Hackney,1490.00 
E01001773,Hackney 025E,E09000012,Hackney,2711.00 
E01001774,Hackney 024B,E09000012,Hackney,2292.00 
E01001775,Hackney 024C,E09000012,Hackney,1962.00 
E01001776,Hackney 025F,E09000012,Hackney,1736.00 
E01001777,Hackney 027B,E09000012,Hackney,2378.00 
E01001779,Hackney 026A,E09000012,Hackney,3365.00 
E01001780,Hackney 027D,E09000012,Hackney,1879.00 
E01001781,Hackney 026B,E09000012,Hackney,1730.00 
E01001782,Hackney 026C,E09000012,Hackney,3045.00 
E01001783,Hackney 026D,E09000012,Hackney,1920.00 
E01001784,Hackney 027E,E09000012,Hackney,2470.00 
E01001785,Hackney 015B,E09000012,Hackney,1573.00 
E01001786,Hackney 013A,E09000012,Hackney,2116.00 
E01001787,Hackney 013B,E09000012,Hackney,1629.00 
E01001788,Hackney 013C,E09000012,Hackney,1568.00 
E01001789,Hackney 015C,E09000012,Hackney,1766.00 
E01001790,Hackney 013D,E09000012,Hackney,1240.00 
E01001791,Hackney 015D,E09000012,Hackney,1471.00 
E01001792,Hackney 011A,E09000012,Hackney,2027.00 
E01001793,Hackney 011B,E09000012,Hackney,1791.00 
E01001794,Hackney 011C,E09000012,Hackney,2067.00 
E01001795,Hackney 011D,E09000012,Hackney,1455.00 
E01001796,Hackney 011E,E09000012,Hackney,1920.00 
E01001798,Hackney 028A,E09000012,Hackney,1838.00 
E01001799,Hackney 003A,E09000012,Hackney,1744.00 
E01001800,Hackney 004C,E09000012,Hackney,1947.00 
E01001801,Hackney 008B,E09000012,Hackney,1665.00 
E01001802,Hackney 003B,E09000012,Hackney,1410.00 
E01001803,Hackney 008C,E09000012,Hackney,2025.00 
E01001804,Hackney 003C,E09000012,Hackney,1640.00 
E01001805,Hackney 009B,E09000012,Hackney,1274.00 
E01001806,Hackney 008D,E09000012,Hackney,1598.00 
E01001807,Hackney 003D,E09000012,Hackney,1997.00 
E01001808,Hackney 001A,E09000012,Hackney,2172.00 
E01001809,Hackney 001B,E09000012,Hackney,2283.00 
E01001811,Hackney 002D,E09000012,Hackney,1524.00 
E01001812,Hackney 003E,E09000012,Hackney,2067.00 
E01001813,Hackney 002E,E09000012,Hackney,1702.00 
E01001814,Hackney 001C,E09000012,Hackney,1631.00 
E01001815,Hackney 024D,E09000012,Hackney,1945.00 
E01001816,Hackney 020D,E09000012,Hackney,1663.00 
E01001819,Hackney 020E,E09000012,Hackney,1749.00 
E01001820,Hackney 024E,E09000012,Hackney,1501.00 
E01001821,Hackney 024F,E09000012,Hackney,1451.00 
E01001822,Hackney 029C,E09000012,Hackney,1782.00 
E01001823,Hackney 001D,E09000012,Hackney,2024.00 
E01001824,Hackney 004D,E09000012,Hackney,1998.00 
E01001825,Hackney 001E,E09000012,Hackney,1569.00 
E01001826,Hackney 004E,E09000012,Hackney,1833.00 
E01001827,Hackney 029D,E09000012,Hackney,2275.00 
E01001828,Hackney 028B,E09000012,Hackney,2303.00 
E01001829,Hackney 009C,E09000012,Hackney,1859.00 
E01001830,Hackney 014C,E09000012,Hackney,2069.00 
E01001831,Hackney 009D,E09000012,Hackney,1710.00 
E01001832,Hackney 009E,E09000012,Hackney,1747.00 
E01001833,Hackney 014D,E09000012,Hackney,2553.00 
E01001834,Hackney 014E,E09000012,Hackney,1995.00 
E01001835,Hackney 014F,E09000012,Hackney,1252.00 
E01001836,Hackney 022A,E09000012,Hackney,2188.00 
E01001837,Hackney 023B,E09000012,Hackney,1601.00 
E01001838,Hackney 019E,E09000012,Hackney,1745.00 
E01001839,Hackney 023C,E09000012,Hackney,2948.00 
E01001840,Hackney 022B,E09000012,Hackney,1740.00 
E01001841,Hackney 022C,E09000012,Hackney,1565.00 
E01001842,Hackney 023D,E09000012,Hackney,1568.00 
E01001843,Hackney 023E,E09000012,Hackney,1329.00 
E01001844,Hackney 022D,E09000012,Hackney,2192.00 
E01001845,Hackney 022E,E09000012,Hackney,1589.00 
E01001846,Hackney 018A,E09000012,Hackney,1334.00 
E01001847,Hackney 018B,E09000012,Hackney,1493.00 
E01001848,Hackney 018C,E09000012,Hackney,1836.00 
E01001849,Hackney 018D,E09000012,Hackney,2829.00 
E01001850,Hackney 019F,E09000012,Hackney,1801.00 
E01001851,Hammersmith and Fulham 010A,E09000013,Hammersmith and Fulham,1614.00 
E01001852,Hammersmith and Fulham 007A,E09000013,Hammersmith and Fulham,1772.00 
E01001853,Hammersmith and Fulham 007B,E09000013,Hammersmith and Fulham,1495.00 
E01001854,Hammersmith and Fulham 007C,E09000013,Hammersmith and Fulham,1741.00 
E01001855,Hammersmith and Fulham 010B,E09000013,Hammersmith and Fulham,1582.00 
E01001856,Hammersmith and Fulham 010C,E09000013,Hammersmith and Fulham,1592.00 
E01001857,Hammersmith and Fulham 007D,E09000013,Hammersmith and Fulham,1456.00 
E01001858,Hammersmith and Fulham 006A,E09000013,Hammersmith and Fulham,1872.00 
E01001859,Hammersmith and Fulham 008A,E09000013,Hammersmith and Fulham,2745.00 
E01001860,Hammersmith and Fulham 006B,E09000013,Hammersmith and Fulham,1800.00 
E01001861,Hammersmith and Fulham 006C,E09000013,Hammersmith and Fulham,1446.00 
E01001862,Hammersmith and Fulham 005A,E09000013,Hammersmith and Fulham,1842.00 
